Debug:  F:() L:(0) 	(2022-05-26 19:43:45) 	App begin 
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(62) 	(2022-05-26 19:45:16) 	aaaa: 2
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	The word is =  "headachy"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "411299"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "headachy"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "/'hed?e?k?/"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "adj. 头痛的；令人头痛的"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "10"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "8"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "0"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "0"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "0"
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  "0"
Warning:  F:() L:(0) 	(2022-05-26 19:45:16) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(330) 	(2022-05-26 19:45:16) 	is collect =  true
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(313) 	(2022-05-26 19:45:16) 	The target word  is =  headachy
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	The word is =  "headachy"
Warning:  F:() L:(0) 	(2022-05-26 19:45:16) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:45:16) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(313) 	(2022-05-26 19:45:16) 	The target word  is =  headachy
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	The word is =  "headachy"
Warning:  F:() L:(0) 	(2022-05-26 19:45:16) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	word context : =  ""
Warning:  F:() L:(0) 	(2022-05-26 19:45:16) 	QSqlQuery::value: not positioned on a valid record
Debug:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(65) 	(2022-05-26 19:45:16) 	really??? =  headachy
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	STAT TO VOICE
Debug:  F:() L:(0) 	(2022-05-26 19:45:16) 	The string is =  "headachy"
Debug:  F:(qrc:/qmls/Page/ShowWordPage.qml) L:(330) 	(2022-05-26 19:45:16) 	is collect =  true
Warning:  F:(qrc:/qmls/Component/SearchEdit.qml) L:(77) 	(2022-05-26 19:45:16) 	qrc:/qmls/Component/SearchEdit.qml:77: TypeError: Type error
